GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
12927,ZCTA5 12927,112,30,4.5,5,8.9,7.7,16.1,12.1,16.1,10.4,12.5,8.4,21.4,9.9,10.7,8.7,8,8.4,1.8,2.9,0,23.2,41250,18759,51244,10523,29.5,(X),(X),(X),(X),(X),79,27,5.1,5.2,10.1,10.5,10.1,12.3,11.4,8.4,10.1,10.4,27.8,13,12.7,12,10.1,11.6,2.5,4.3,0,30.6,51250,18851,58176,13940,(X),(X),32.9,(X),(X),(X),64,24,6.3,6.7,9.4,12.3,12.5,15,9.4,7.5,12.5,13.3,18.8,11.6,15.6,14.8,12.5,14.2,3.1,5.5,0,35.3,50000,18768,N,N,(X),(X),(X),(X),(X),(X),33,17,3,10.6,6.1,8.4,30.3,25.9,27.3,25.4,18.2,14.5,6.1,8.2,6.1,8.6,3,10.2,0,49.6,0,49.6,28750,7108,34648,10428,(X),(X),(X),(X),21.2,(X)
12928,ZCTA5 12928,751,79,5.9,3.7,9.5,4.8,9.7,4.4,11.1,4.7,15.4,5.4,27.6,7.8,9.3,4.2,6.7,3.5,2.5,2.2,2.4,1.9,49073,4550,57036,8465,30.8,(X),(X),(X),(X),(X),527,82,6.1,4.3,3.6,3.4,11,5.8,7.2,4.8,10.1,5.3,36.4,10.6,12,5.9,7.6,4.8,2.7,2.7,3.4,2.6,54183,7195,65522,10431,(X),(X),33.8,(X),(X),(X),413,68,1.2,1.9,2.9,3.9,9,6.4,4.1,4.9,8.5,5.4,45.5,12.2,12.3,6.5,8.7,5.9,3.4,3.3,4.4,3.3,59408,9851,N,N,(X),(X),(X),(X),(X),(X),224,52,7.1,8,23.2,14.6,6.7,6.6,20.1,13.6,28.1,12.2,4.9,4.7,5.4,5.9,2.2,3.3,2.2,3.9,0,12.5,27813,7145,35058,8753,(X),(X),(X),(X),18.8,(X)
12929,ZCTA5 12929,316,74,1.9,3.4,6,5.5,3.2,4,19.6,11.4,18,8.6,29.7,10.8,12.7,7.1,7.9,5.5,0.9,1.9,0,9.1,50714,6799,55640,6789,39.9,(X),(X),(X),(X),(X),213,55,6.6,7.2,4.2,6.7,0.9,1.9,20.7,12.3,12.7,8.6,23,10.8,18.8,9.8,11.7,8,1.4,2.8,0,13.1,57292,14283,60420,9754,(X),(X),33.8,(X),(X),(X),136,49,4.4,7.8,0,19.7,0,19.7,10.3,10.5,13.2,11.4,31.6,14.1,21.3,14.1,16.9,11.5,2.2,4.5,0,19.7,67000,10334,N,N,(X),(X),(X),(X),(X),(X),103,43,0,24.9,9.7,11.2,1.9,2.9,34,22.8,19.4,14.2,35,20.5,0,24.9,0,24.9,0,24.9,0,24.9,39375,15648,40409,7648,(X),(X),(X),(X),42.7,(X)
12930,ZCTA5 12930,299,38,4.7,3.1,4.7,2.7,16.4,8.7,11.7,5.3,13,4.9,14,5.5,18.1,7.2,14.7,6.9,2.7,3.1,0,9.5,49375,17882,58781,8114,40.8,(X),(X),(X),(X),(X),225,37,0,12.5,3.6,2.8,14.7,11,5.3,4.3,18.7,6.9,16.9,7.4,18.2,9,19.1,8.5,3.6,4,0,12.5,61354,9824,66743,9409,(X),(X),44.4,(X),(X),(X),169,33,0,16.2,3.6,3.3,6.5,4,7.1,5.4,18.3,7.6,13.6,7.6,24.3,11.5,21.9,10.3,4.7,5,0,16.2,75288,9710,N,N,(X),(X),(X),(X),(X),(X),74,21,18.9,11.6,8.1,6.9,21.6,11.3,31.1,14.2,4.1,5.2,6.8,7.1,9.5,8.6,0,32,0,32,0,32,25208,3765,29277,6652,(X),(X),(X),(X),29.7,(X)
12932,ZCTA5 12932,539,83,3.5,2.9,3.9,3.4,8,4.4,15.4,7,19.7,6.1,13.2,5.1,15.8,6.3,14.7,6.1,5.9,4.1,0,5.4,49479,6163,63504,6290,21.2,(X),(X),(X),(X),(X),336,61,4.2,4.7,0,8.5,4.8,5.2,18.5,8.4,13.4,7.2,9.2,4.1,23.5,8.9,20.2,8.4,6.3,4.9,0,8.5,72500,25966,71857,7313,(X),(X),25.9,(X),(X),(X),258,49,1.6,2.1,0,11,1.9,2.2,14.3,8.5,8.5,6.9,12,5.4,30.6,11.2,22.9,9.1,8.1,6.3,0,11,86786,5432,N,N,(X),(X),(X),(X),(X),(X),203,64,2.5,2.7,10.3,9.1,13.3,10.9,18.7,14,28.1,12.9,13.3,10.3,3,3.5,5.4,4.5,5.4,7.6,0,13.7,36382,6537,47709,11481,(X),(X),(X),(X),12.3,(X)
12933,ZCTA5 12933,6,5,0,100,0,100,0,100,0,100,50,50,0,100,0,100,50,50,0,100,0,100,-,**,N,N,0,(X),(X),(X),(X),(X),6,5,0,100,0,100,0,100,0,100,50,50,0,100,0,100,50,50,0,100,0,100,-,**,N,N,(X),(X),0,(X),(X),(X),6,5,0,100,0,100,0,100,0,100,50,50,0,100,0,100,50,50,0,100,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
12934,ZCTA5 12934,375,47,3.5,2.6,5.3,3.9,20,7.7,10.7,6.4,11.2,4.8,28.5,7.7,5.9,3,10.9,5.1,2.4,2.2,1.6,1.6,48438,13526,59220,9280,38.4,(X),(X),(X),(X),(X),272,48,5.9,4.8,2.9,4,20.6,7.6,9.9,7.9,12.5,7.1,27.2,10.7,4.4,3.7,11.8,6.1,3.3,3,1.5,1.7,46875,20545,57296,10101,(X),(X),37.1,(X),(X),(X),224,45,2.2,2.4,0.4,1.7,14.7,7.9,10.7,9.7,13.4,7.5,33,12.4,5.4,4.2,14.3,7.3,4,3.6,1.8,2.1,59063,9542,N,N,(X),(X),(X),(X),(X),(X),103,31,3.9,7,11.7,8.5,31.1,17.6,8.7,7.6,8.7,7.2,21.4,14.3,3.9,4.3,8.7,7.7,0,24.9,1.9,4.2,30208,15623,54344,28144,(X),(X),(X),(X),35,(X)
12935,ZCTA5 12935,557,75,6.6,6.8,9.9,5.4,6.1,4.9,12.6,5.5,21.2,8.1,18.5,6.6,7.4,3.3,12,6.1,4.1,3.6,1.6,1.1,48112,6079,59976,9100,38.6,(X),(X),(X),(X),(X),376,71,3.2,5.1,2.7,4,8.5,7,12.8,6.9,24.7,10.4,17.6,7.2,8.2,3.8,17.8,9.1,2.9,2.5,1.6,1.3,49079,8484,65373,9575,(X),(X),35.9,(X),(X),(X),299,68,0,9.5,3.3,5.1,4.3,4.5,11.7,8.2,25.4,12.1,19.4,8.8,9.7,4.6,20.4,11.3,3.7,3.2,2,1.7,61250,21048,N,N,(X),(X),(X),(X),(X),(X),181,58,20.4,18.9,18.2,10.2,2.8,3.4,12.7,10.2,17.7,16.2,16,11,3.9,4,1.7,2.6,6.6,9.6,0,15.2,33295,23183,44059,18393,(X),(X),(X),(X),37.6,(X)
12936,ZCTA5 12936,221,42,9.5,6.5,5.9,3.4,7.7,4.5,5.9,6.1,9,5.2,21.3,8.9,12.7,7.6,19.5,9.6,1.8,2.6,6.8,4.9,61125,10554,79705,13085,40.7,(X),(X),(X),(X),(X),129,35,4.7,4.7,0,20.6,3.9,4.3,7.8,8.2,7,5,32.6,13.4,6.2,6.2,26.4,13.2,3.1,4.2,8.5,7,66719,20453,88072,15569,(X),(X),30.2,(X),(X),(X),105,32,1.9,3.3,0,24.5,1.9,3.2,9.5,10.1,4.8,4.8,33.3,16.2,6.7,6.4,32.4,15.7,3.8,5.4,5.7,6.8,73125,46063,N,N,(X),(X),(X),(X),(X),(X),92,30,16.3,14.1,14.1,8.6,13,10.2,3.3,8.1,14.1,10.8,5.4,5.6,19.6,16.8,9.8,11.4,0,27.2,4.3,5.3,42500,30579,66678,25802,(X),(X),(X),(X),55.4,(X)
12937,ZCTA5 12937,681,78,8.8,4.8,9.5,3.9,11.7,4.3,10.3,5.2,15.1,5.9,24.2,6.6,7.9,4,11,6.4,0.7,0.9,0.6,0.7,42721,7196,50678,5473,51.4,(X),(X),(X),(X),(X),474,71,7.4,6.9,4.9,3.5,9.3,4.9,10.8,7.5,17.7,7.7,31.6,8.8,5.9,3.2,10.5,4.7,1.1,1.2,0.8,1,50000,11296,54888,6407,(X),(X),54.4,(X),(X),(X),281,48,0,10.1,2.8,2.8,9.3,6.4,10,6,13.9,7,33.8,8.9,9.3,4.8,17.8,7.7,1.8,2.1,1.4,1.7,61932,5033,N,N,(X),(X),(X),(X),(X),(X),207,51,15,7.7,25.6,11.1,22.2,9.7,9.2,5.8,7.2,4.8,17.9,11.1,0,13.5,2.9,3.4,0,13.5,0,13.5,19375,6848,28795,6621,(X),(X),(X),(X),39.6,(X)
12939,ZCTA5 12939,114,29,1.8,2.8,2.6,4.3,11.4,11.8,9.6,7.4,21.9,16.7,23.7,17.2,7.9,9.4,21.1,14.4,0,22.9,0,22.9,52917,17687,62146,11455,68.4,(X),(X),(X),(X),(X),52,20,0,39.5,5.8,8.9,0,39.5,21.2,14.9,13.5,17.9,36.5,25.9,3.8,5.3,19.2,17.6,0,39.5,0,39.5,54583,28394,60994,12686,(X),(X),65.4,(X),(X),(X),36,21,0,47.5,0,47.5,0,47.5,16.7,23.6,2.8,5.8,47.2,31.2,5.6,8.3,27.8,27.3,0,47.5,0,47.5,71389,16422,N,N,(X),(X),(X),(X),(X),(X),62,29,3.2,5.6,0,36,21,20.4,0,36,29,23.5,12.9,16.2,11.3,16.9,22.6,23.9,0,36,0,36,47500,22832,62689,18527,(X),(X),(X),(X),71,(X)
12941,ZCTA5 12941,560,89,0.9,1.4,1.1,2,7,5.4,9.3,5.5,15.4,6.4,26.1,12,18,7.8,15.7,6.9,4.8,5.7,1.8,2.1,63125,8510,71650,7020,30.2,(X),(X),(X),(X),(X),463,86,2.6,3.7,1.3,2.5,5.6,5.7,6.5,4.8,14.7,7.2,27,12.6,18.6,8.5,15.8,7.6,5.8,7.1,2.2,2.5,64596,9662,73428,8644,(X),(X),30,(X),(X),(X),403,77,1.2,2,1.5,2.8,2.5,2.7,7.4,5.4,15.4,7.9,23.3,11.6,21.3,9.6,18.1,8.7,6.7,7.9,2.5,2.9,72708,18316,N,N,(X),(X),(X),(X),(X),(X),97,38,0,26.1,0,26.1,13.4,13.6,15.5,13.1,18.6,12.3,27.8,23.5,15.5,13.2,9.3,10.4,0,26.1,0,26.1,50298,2891,56053,10519,(X),(X),(X),(X),30.9,(X)
12942,ZCTA5 12942,391,69,1,1.3,0.5,1.1,13,8.5,9,6.6,23,9.9,16.1,6.9,12.3,6.5,20.7,9.1,0.5,0.9,3.8,2.6,56161,19261,78740,11811,35.8,(X),(X),(X),(X),(X),262,50,6.1,7.5,0.8,1.7,2.7,4.3,4.6,3.4,16.8,10.3,24,9.7,14.9,8.7,26,11.3,0.8,1.4,3.4,2.9,72292,12148,87583,15969,(X),(X),32.8,(X),(X),(X),221,52,1.8,2.2,0,12.7,0,12.7,4.1,3.5,19.5,12.1,24,12.4,14.9,9.6,30.8,12.4,0.9,1.7,4.1,3.6,80313,18405,N,N,(X),(X),(X),(X),(X),(X),129,52,0,20.6,0,20.6,24.8,20.2,17.8,17.9,35.7,19.4,2.3,3.1,4.7,6.5,10.1,13.7,0,20.6,4.7,6.1,39659,8955,59122,22633,(X),(X),(X),(X),41.9,(X)
12943,ZCTA5 12943,118,43,11,15.2,13.6,15.5,5.1,5.6,0,22.2,15.3,14.6,26.3,18.1,22,12.7,6.8,7.3,0,22.2,0,22.2,53152,17735,51490,12703,28,(X),(X),(X),(X),(X),68,36,19.1,25,0,33.9,0,33.9,0,33.9,13.2,12.2,38.2,28.6,25,15.4,4.4,6.7,0,33.9,0,33.9,53804,2406,54069,16694,(X),(X),29.4,(X),(X),(X),41,26,0,44.5,0,44.5,0,44.5,0,44.5,22,19.8,36.6,32.7,41.5,24.5,0,44.5,0,44.5,0,44.5,54896,35228,N,N,(X),(X),(X),(X),(X),(X),50,29,0,40.3,32,33,12,15,0,40.3,22,29.8,10,15.3,14,21,10,14.9,0,40.3,0,40.3,35682,29610,45686,19284,(X),(X),(X),(X),22,(X)
12944,ZCTA5 12944,1721,162,6.8,2.2,8,3.2,9.4,3.4,9.6,3.6,22.3,5.4,17.7,4.4,13.4,3.3,8,2.5,3,1.4,1.9,1.2,44322,4393,59587,6015,28.9,(X),(X),(X),(X),(X),1116,102,8.1,3.4,3.6,3.4,9.2,4.6,6.6,2.5,17.7,4.2,18.7,4.9,19.4,5,9.7,3.4,4.6,2.1,2.5,1.9,55536,8469,69955,8617,(X),(X),26.9,(X),(X),(X),785,96,2.5,2.1,3.2,4.3,5.9,3.9,5.4,2.7,17.8,4.8,22.2,6.1,23.6,5.9,11.1,4.4,5.9,2.9,2.5,2.1,64904,11425,N,N,(X),(X),(X),(X),(X),(X),605,121,8.6,3.8,15,6.4,8.4,5,17,9.6,32.9,11.2,11.2,5.6,3.5,2.6,3.3,2.3,0,4.8,0,4.8,35259,6746,35999,3608,(X),(X),(X),(X),28.1,(X)
12945,ZCTA5 12945,232,67,12.1,17.2,0,12.1,21.6,17.9,0,12.1,0,12.1,29.7,18.5,10.8,11,15.9,14.6,0.9,1.2,9.1,14.1,71250,23956,81097,34357,48.7,(X),(X),(X),(X),(X),184,60,0,15,0,15,22.8,21,0,15,0,15,32.6,20.2,13,13.4,20.1,18.8,0,15,11.4,17.7,73958,25900,95082,39036,(X),(X),40.8,(X),(X),(X),162,60,0,16.8,0,16.8,12.3,16.7,0,16.8,0,16.8,37,21.4,14.8,15.4,22.8,20.7,0,16.8,13,19.8,76250,41629,N,N,(X),(X),(X),(X),(X),(X),48,46,58.3,53.4,0,41.1,16.7,35.2,0,41.1,0,41.1,18.8,32.9,2.1,4.7,0,41.1,4.2,8.6,0,41.1,-,**,27490,23827,(X),(X),(X),(X),79.2,(X)
12946,ZCTA5 12946,2244,218,7.9,5,3.7,2.3,11,4.4,10.3,4.6,13.2,5.7,18.2,5.3,13.3,4.9,11.5,5.3,7.1,3.7,3.8,2.8,55952,12069,71419,9554,37.5,(X),(X),(X),(X),(X),1257,146,2.2,2.6,0,2.4,5.6,3.5,10.3,5.7,13.7,6.7,18.9,6.6,15,5.6,16.6,8.4,11.5,6.2,6.2,4.9,73482,18887,93440,14575,(X),(X),37.3,(X),(X),(X),977,134,0.9,1.5,0,3,5.9,4.6,6.7,4.7,14.9,8.2,21.5,8.3,11.3,6.1,16,8.6,14.8,7.8,8,6.2,75078,20703,N,N,(X),(X),(X),(X),(X),(X),987,211,15.1,9.9,8.3,5.3,17.8,8.8,11,7.1,12.7,8.7,16.8,9.1,11.1,8.6,5,5.8,1.4,2.1,0.7,1.3,33628,12848,43188,7754,(X),(X),(X),(X),37.7,(X)
12950,ZCTA5 12950,287,46,1.4,1.8,3.8,3.2,9.8,6.7,11.8,7.2,22,8.1,22,8.4,12.2,5.3,13.9,8.2,3.1,3,0,9.9,53750,14946,62035,7695,26.8,(X),(X),(X),(X),(X),178,41,0,15.5,0,15.5,7.3,7.6,2.2,2.9,24.2,12.9,27,10.5,22.5,10,14,10.4,2.8,3.4,0,15.5,68571,8039,69522,7563,(X),(X),28.7,(X),(X),(X),154,41,0,17.6,0,17.6,1.9,3.2,2.6,3.4,18.8,11.7,31.2,11.7,26,11.3,16.2,11.8,3.2,3.9,0,17.6,71429,7394,N,N,(X),(X),(X),(X),(X),(X),109,42,3.7,4.8,10.1,9.1,17.4,14.9,23.9,16.1,27.5,18.8,4.6,8.2,0,23.7,9.2,13.5,3.7,5.5,0,23.7,31406,7349,44326,15510,(X),(X),(X),(X),23.9,(X)
12952,ZCTA5 12952,233,76,21.9,14,7.7,9.2,9.4,10.2,9,7.4,15,12.8,14.2,11.6,12,10,9,8.2,1.7,2.3,0,12.1,41250,26924,43524,12225,39.9,(X),(X),(X),(X),(X),116,48,7.8,12.6,0,22.5,11.2,16.7,12.1,13.3,7.8,11.4,18.1,17.2,21.6,17.5,18.1,15.3,3.4,4.7,0,22.5,72778,42472,64108,16023,(X),(X),40.5,(X),(X),(X),104,45,0,24.7,0,24.7,12.5,18.5,10.6,14.8,8.7,12.8,20.2,18.9,24,19.4,20.2,17.2,3.8,5.3,0,24.7,74444,35484,N,N,(X),(X),(X),(X),(X),(X),117,67,43.6,22.2,15.4,18,0,22.4,6,5.9,22.2,23.4,10.3,15.7,2.6,4.1,0,22.4,0,22.4,0,22.4,-,**,21950,10824,(X),(X),(X),(X),39.3,(X)
12953,ZCTA5 12953,4679,227,11.5,2.9,8.1,2.5,8.8,2.3,7.1,1.8,13.6,3.6,22.3,3.8,11.4,2.8,10.8,2.5,3.5,1.4,2.9,1.3,50728,3711,62409,4551,40.5,(X),(X),(X),(X),(X),3127,178,8.3,3.6,3.3,2.8,7.6,2.8,5.7,2.1,14.6,4.4,27.3,5.5,13.2,3.9,12,3.3,4.7,2.1,3.2,1.8,57714,5193,70198,6146,(X),(X),41.2,(X),(X),(X),2065,202,0.2,0.4,0.3,0.3,3.4,1.8,4,1.9,12.6,3.7,34.5,7.2,15.4,4.8,18,4.7,7.1,3.2,4.6,2.6,69766,5853,N,N,(X),(X),(X),(X),(X),(X),1552,204,21.7,5.9,15.5,6.4,12.2,4.2,10.6,3.7,11.6,4.9,12.1,4.6,6.4,3.1,7.1,4.7,1,1.2,1.7,2.5,25281,6854,40280,7979,(X),(X),(X),(X),38.9,(X)
12955,ZCTA5 12955,171,33,11.1,9.7,1.8,2.5,7.6,5.2,10.5,6.8,4.7,4.7,22.8,15.2,23.4,10.3,12.9,7.4,3.5,3.6,1.8,2.4,64583,14184,67485,11200,29.2,(X),(X),(X),(X),(X),111,30,7.2,10.8,0,23.4,0,23.4,9.9,7.7,1.8,2.4,19.8,18.8,36,14.3,17.1,11.2,5.4,5.5,2.7,3.6,85417,21464,84844,14163,(X),(X),23.4,(X),(X),(X),101,31,7.9,12.4,0,25.3,0,25.3,5.9,5.9,2,2.7,21.8,20.9,36.6,15,16.8,11,5.9,6.2,3,4,85417,21126,N,N,(X),(X),(X),(X),(X),(X),60,23,18.3,12.9,5,6.7,21.7,12.9,16.7,16.6,5,6.4,28.3,24.5,0,36.7,5,8,0,36.7,0,36.7,26500,8777,34422,10706,(X),(X),(X),(X),40,(X)
12956,ZCTA5 12956,329,109,0,8.7,10.6,11.6,0,8.7,9.4,9.5,14.3,15.4,39.2,23,15.8,17.6,0,8.7,10.6,16.3,0,8.7,59511,7003,67581,22790,40.1,(X),(X),(X),(X),(X),255,90,0,11.1,9,13.4,0,11.1,1.2,2.3,31,28,24.7,18.3,20.4,22.4,13.7,20.6,0,11.1,0,11.1,56406,22262,64133,20482,(X),(X),42.7,(X),(X),(X),139,75,0,19.3,0,19.3,0,19.3,2.2,4.3,25.9,38.6,17.3,18.7,29.5,35,25.2,35,0,19.3,0,19.3,90230,63968,N,N,(X),(X),(X),(X),(X),(X),74,55,0,32,47.3,40.2,0,32,37.8,36.3,14.9,24.7,0,32,0,32,0,32,0,32,0,32,-,**,25096,9497,(X),(X),(X),(X),31.1,(X)
12957,ZCTA5 12957,791,128,4.4,3.8,18.2,11.1,12.3,7.6,6.6,4.8,17.6,9.9,11.3,5.5,20.1,13.9,7,5.7,2.3,3.7,0.4,0.5,42703,13283,53903,11370,42.4,(X),(X),(X),(X),(X),582,133,6.7,5.2,14.3,13.2,5.7,4.2,6,5.3,17.5,12.9,12,6.4,27.3,17.9,6.9,6.7,3.1,5.1,0.5,0.7,49821,31065,61234,14453,(X),(X),52.4,(X),(X),(X),397,115,1,1.3,0.5,0.9,4,4.8,5.5,6.4,20.2,18.3,13.4,9.1,40.1,23.1,10.1,9.6,4.5,7.6,0.8,1.1,92807,42588,N,N,(X),(X),(X),(X),(X),(X),209,85,6.7,10.5,32.5,19,30.6,20.1,1.4,2.1,12.4,13.1,9.1,12.5,0,13.3,7.2,9.4,0,13.3,0,13.3,16563,5676,30096,10156,(X),(X),(X),(X),14.4,(X)
12958,ZCTA5 12958,952,176,4.6,5,2,3.1,21.2,14.8,9.1,6.7,20.1,10.8,22,12.7,5.4,5,6.5,5.7,9.1,9.9,0,3.1,41018,8655,54884,13994,33.5,(X),(X),(X),(X),(X),662,170,5.9,6.6,16.9,19.5,8,8.4,4.1,4.6,16.2,12,21.1,15.4,5.3,6.3,9.4,8.6,13.1,14.2,0,4.4,42111,28313,60965,20864,(X),(X),27.2,(X),(X),(X),372,106,0,7.7,5.1,7.6,9.1,10,7.3,7.5,12.1,13.6,18.8,15,9.4,10.8,14.8,13.6,23.4,23,0,7.7,74135,32217,N,N,(X),(X),(X),(X),(X),(X),290,136,7.2,11,0,9.8,19.3,16.9,20.7,17,23.4,24.6,23.8,26.6,5.5,8.5,0,9.8,0,9.8,0,9.8,40294,11871,38154,9190,(X),(X),(X),(X),47.9,(X)
12959,ZCTA5 12959,609,159,3.6,5.5,19,13.7,8.4,6.4,4.6,6.2,17.7,10.7,19,10.8,6.1,9.2,21.5,11.6,0,4.8,0,4.8,44345,13174,55250,10709,44.3,(X),(X),(X),(X),(X),462,150,0,6.3,20.8,17.1,6.7,7.1,0.6,2.4,15.4,11.8,20.1,11.6,8,12.1,28.4,15.7,0,6.3,0,6.3,54063,13916,61949,14681,(X),(X),53.7,(X),(X),(X),351,121,0,8.2,4.8,7.5,4,5.8,0.9,3,20.2,14.4,22.2,15,10.5,15.4,37.3,18.3,0,8.2,0,8.2,65795,51890,N,N,(X),(X),(X),(X),(X),(X),147,77,15,22,13.6,22.2,13.6,23,17,23.2,25.2,24.6,15.6,22.9,0,18.4,0,18.4,0,18.4,0,18.4,26150,16451,32376,12729,(X),(X),(X),(X),15,(X)
12960,ZCTA5 12960,444,101,0,6.5,1.6,2.8,5.4,5.8,16.9,16.2,7,4.8,17.6,11.3,27.5,14.8,20.5,16.1,3.6,5.5,0,6.5,75833,34890,75447,15104,30.9,(X),(X),(X),(X),(X),405,98,0,7.1,1.7,3.1,2.2,3.7,12.6,14.7,7.7,5.3,27.4,16.5,22,12.7,22.5,17.2,4,6,0,7.1,68839,23544,77882,14520,(X),(X),33.8,(X),(X),(X),318,79,0,9,2.2,3.8,2.8,4.6,16,18.1,9.7,6.7,24.5,14.5,21.1,13.4,18.6,17.5,5,7.5,0,9,56923,36649,N,N,(X),(X),(X),(X),(X),(X),39,43,0,45.6,0,45.6,38.5,51.8,61.5,51.8,0,45.6,0,45.6,0,45.6,0,45.6,0,45.6,0,45.6,-,**,N,N,(X),(X),(X),(X),0,(X)
12961,ZCTA5 12961,158,68,10.8,18.5,0,17.2,11.4,14.9,34.8,23.7,7.6,13.1,28.5,29.3,7,10.6,0,17.2,0,17.2,0,17.2,32708,25430,41228,16024,40.5,(X),(X),(X),(X),(X),97,60,0,26.1,0,26.1,18.6,25.6,23.7,26.9,12.4,22.6,34,38.3,11.3,17.7,0,26.1,0,26.1,0,26.1,-,**,50040,17121,(X),(X),53.6,(X),(X),(X),85,60,0,28.9,0,28.9,21.2,28.3,27.1,32,0,28.9,38.8,42.4,12.9,21.7,0,28.9,0,28.9,0,28.9,-,**,N,N,(X),(X),(X),(X),(X),(X),61,59,27.9,44.1,0,36.3,0,36.3,52.5,52.5,0,36.3,19.7,35,0,36.3,0,36.3,0,36.3,0,36.3,26055,20076,27216,14812,(X),(X),(X),(X),19.7,(X)
12962,ZCTA5 12962,2327,197,6.6,4.3,1.4,1.3,7.9,3.3,7.2,3.2,11.8,4.4,23,5.9,16.6,6.9,14.2,4.8,9,3.7,2.2,1.7,67478,6544,83716,16097,29,(X),(X),(X),(X),(X),1639,175,7.5,4.9,0.1,0.4,3.7,2.7,6.9,3.7,8.7,4.4,24.5,6.9,18.6,8.9,17.1,6.7,10.9,5.1,2,1.4,72824,14486,84034,8423,(X),(X),31.2,(X),(X),(X),1280,163,2.8,2.4,0.2,0.5,4.7,3.4,4.1,3.4,7,4.6,29.3,8.3,14.1,6.3,21.9,8,13.3,6.2,2.6,1.7,83026,19072,N,N,(X),(X),(X),(X),(X),(X),688,176,6.7,8.6,4.5,4.4,18,9,10,7,21.1,11.8,18.9,11.8,6,5.3,7.4,5.6,4.7,5.5,2.8,4.6,41263,5526,78755,49246,(X),(X),(X),(X),21.8,(X)
12964,ZCTA5 12964,79,32,21.5,22.1,0,30.6,3.8,6.7,3.8,5.8,5.1,7.1,15.2,19.8,3.8,6.3,19,22.1,22.8,26.6,5.1,7.1,80417,55257,90291,39972,62,(X),(X),(X),(X),(X),42,27,0,44,0,44,0,44,7.1,11.3,0,44,4.8,7.6,7.1,13.2,35.7,35.5,35.7,38.1,9.5,13.3,113333,112869,134257,36501,(X),(X),76.2,(X),(X),(X),39,27,0,45.6,0,45.6,0,45.6,0,45.6,0,45.6,5.1,8.3,7.7,14.6,38.5,38,38.5,40.2,10.3,14.5,-,**,N,N,(X),(X),(X),(X),(X),(X),37,28,45.9,40.3,0,46.8,8.1,16,0,46.8,10.8,17.5,27,36.6,0,46.8,0,46.8,8.1,12.6,0,46.8,-,**,40384,26474,(X),(X),(X),(X),45.9,(X)
